Product Name,Category,Price,Number of Reviews,Average Rating,Product Rank,Product URL,Date
"ASGARD Nonwoven Fabric Disposable Surgical Mask 3Ply for Unisex (Pack of 50, Pink Polka)",Industrial & Scientific,₹299.00,"8,634",4.3 out of 5 stars,#6,amazon.in/ASGARD-Nonwoven-Fabric-Disposable-Surgical/dp/B09K6Q9NT2/ref=zg_bs_g_industrial_sccl_6/262-8866325-7764107?psc=1,2023-09-07
"Pidilite WD 40, 500 ml Smart Straw Spray, for Multi Use & Pidilite T16 Roff Cera Clean Professional Tile, Floor & Ceramic Cleaner 1 litre",Industrial & Scientific,₹570.00,"9,084",4.5 out of 5 stars,#7,amazon.in/Pidilite-Smart-Professional-Ceramic-Cleaner/dp/B0BB6CT59S/ref=zg_bs_g_industrial_sccl_7/262-8866325-7764107?psc=1,2023-09-07
"Panasonic 9W LED Bulb | LED Bulb 9 watt with B22 Base | 4kV Surge Protection 9 Watt Bulb (Cool Day Light, Pack of 4)",Industrial & Scientific,₹399.00,700,4.1 out of 5 stars,#8,amazon.in/Panasonic-Bulb-Surge-Protection-Light/dp/B0CCL77Y1M/ref=zg_bs_g_industrial_sccl_8/262-8866325-7764107?psc=1,2023-09-07
HONOLY Leakage Repair Waterproof Tape for Pipe Leakage Roof Water Leakage Solution Aluminium Foil Tape Waterproof Adhesive Tape Sealing Butyl Rubber Tape for Leakage (5CM*5M (Pack Of 1)),Industrial & Scientific,₹299.00,"3,585",3.7 out of 5 stars,#9,amazon.in/Leakage-Waterproof-Solution-Aluminium-Adhesive/dp/B09VBJCBHK/ref=zg_bs_g_industrial_sccl_9/262-8866325-7764107?psc=1,2023-09-07
"amazon basics - 40W LED Bulb, Cool White (Base B22, Pack of 1)",Industrial & Scientific,₹439.00,"1,251",4.0 out of 5 stars,#10,amazon.in/Amazon-Basics-Bulb-Cool-White/dp/B0BBN9L6VT/ref=zg_bs_g_industrial_sccl_10/262-8866325-7764107?psc=1,2023-09-07
"Bajaj LEDZ 8.5W Rechargeable Emergency Inverter LED Bulb, Cool Day Light, White, Upto 4 Hours Battery",Industrial & Scientific,₹289.00,196,3.8 out of 5 stars,#11,amazon.in/Bajaj-Rechargeable-Emergency-Inverter-Battery/dp/B0C9JHQPGY/ref=zg_bs_g_industrial_sccl_11/262-8866325-7764107?psc=1,2023-09-07
Aptechdeals IPA ISO PROPYL ALCOHOL (99.9% Pure) (CH3)2-CH-OH,Industrial & Scientific,₹109.00,"4,450",4.3 out of 5 stars,#12,amazon.in/Aptechdeals-Iso-Propyl-Alcohol-99-9-2-CH-OH/dp/B082XDM478/ref=zg_bs_g_industrial_sccl_12/262-8866325-7764107?psc=1,2023-09-07
"3M 1110 Ear Plugs Corded, Extra Soft, Reusable Earbuds Noise Cancellation, Soundproof Earplug Use For Underwater, Meditation, Study, Flight Travel, Sleeping, Sound Block Up To 29 Decibel (Pack of 5)",Industrial & Scientific,₹85.00,"24,498",3.8 out of 5 stars,#13,amazon.in/3M-AREX040-1110-Corded-Plugs/dp/B01DK4MHPS/ref=zg_bs_g_industrial_sccl_13/262-8866325-7764107?psc=1,2023-09-07
Dr Trust Plastic Bestest Compressor Nebulizer Machine Kit (White) Pack Of 1,Industrial & Scientific,"₹1,099.00","23,767",4.2 out of 5 stars,#14,amazon.in/Dr-Trust-Bestest-Compressor-Nebulizer/dp/B01NCJUEBA/ref=zg_bs_g_industrial_sccl_14/262-8866325-7764107?psc=1,2023-09-07
"ASGARD Melt-Blown Fabric Disposable Face Mask with Nose Clip (Blue, Pack of 100) for Unisex",Industrial & Scientific,₹299.00,"38,105",4.2 out of 5 stars,#15,amazon.in/ASGARD-Melt-Blown-Fabric-Disposable-Unisex/dp/B08B1TVYT1/ref=zg_bs_g_industrial_sccl_15/262-8866325-7764107?psc=1,2023-09-07
"PHILIPS Stellar Bright Rechargeable Emergency Inverter LED Bulb, B22 8.5-Watt-Crystal White(Pack of 1)",Industrial & Scientific,₹329.00,"2,103",3.7 out of 5 stars,#16,amazon.in/Philips-Rechargeable-Emergency-Inverter-8-5-Watt-Crystal/dp/B09MK7NQ5Y/ref=zg_bs_g_industrial_sccl_16/262-8866325-7764107?psc=1,2023-09-07
"Fulminare Microfiber Feather Duster Bendable & Extendable Fan Cleaning Duster with 100 inches Expandable Pole Handle Washable Duster for High Ceiling Fans,Window Blinds, Furniture (Standard)",Industrial & Scientific,₹445.00,"1,908",4.0 out of 5 stars,#17,amazon.in/Fulminare-Microfiber-Extendable-Expandable-Furniture/dp/B09TKHNFB2/ref=zg_bs_g_industrial_sccl_17/262-8866325-7764107?psc=1,2023-09-07
"Zulaxy Waterproof Aluminium Rubber Tape for Leakage Repair, Hot & Cold Temperature Aluminium Foil Tape, Perfect for Sealing Roof & Water Leakage, Surface Crack, Metal & Pipe Repair(5CM x 5M, Silver)",Industrial & Scientific,₹299.00,"1,084",3.3 out of 5 stars,#18,amazon.in/Zulaxy-Waterproof-Aluminium-Leakage-Temperature/dp/B0BBV7SWHG/ref=zg_bs_g_industrial_sccl_18/262-8866325-7764107?psc=1,2023-09-07
Eveready 9W b22d LED Inverter Bulb (White),Industrial & Scientific,₹279.00,489,3.7 out of 5 stars,#19,amazon.in/Eveready-b22d-White-Emergency-Bulb/dp/B08NK4P62Q/ref=zg_bs_g_industrial_sccl_19/262-8866325-7764107?psc=1,2023-09-07
"ONSAFE Latex Medical Examination Disposable Powdered Hand Gloves -100 Pieces Each Pack (Large,white) (Medium, Pack of 1)",Industrial & Scientific,₹249.00,"2,913",3.5 out of 5 stars,#20,amazon.in/ONSAFE-Medical-Examination-Disposable-Powdered/dp/B08KRXN1PD/ref=zg_bs_g_industrial_sccl_20/262-8866325-7764107?psc=1,2023-09-07
"Philips 20W Ujjwal LED Batten, LED Tubelight for Home, Cool Day Light, Pack of 6",Industrial & Scientific,"₹1,355.00","3,037",4.2 out of 5 stars,#21,amazon.in/Philips-Ujjwal-20-Watt-Batten-Light/dp/B08BYBP536/ref=zg_bs_g_industrial_sccl_21/262-8866325-7764107?psc=1,2023-09-07
"3M Scotch Scissors, 6"" & Scotch Damage Free Mounting and Decor by 3m Wall Safe Tape & 3M Scotch BOPP Packaging Brown Tape, Pack of 2",Industrial & Scientific,₹578.00,"4,461",4.4 out of 5 stars,#22,amazon.in/Scotch-Scissors-Damage-Mounting-Packaging/dp/B0B9RST54N/ref=zg_bs_g_industrial_sccl_22/262-8866325-7764107?psc=1,2023-09-07
Eveready 12 watt B22d Base Inverter Emergency LED Bulb,Industrial & Scientific,₹349.00,541,3.9 out of 5 stars,#23,amazon.in/Eveready-12-watt-Inverter-Emergency-Light/dp/B09NPVCHXC/ref=zg_bs_g_industrial_sccl_23/262-8866325-7764107?psc=1,2023-09-07
Aptechdeals TDS Meter/Digital Tds Meter with Temperature And Water Quality Measurement For Ro Purifier (TDS EC),Industrial & Scientific,₹256.00,"7,782",4.1 out of 5 stars,#24,amazon.in/Aptechdeals-TDS-Temperature-Measurement-EC/dp/B09FSHZTXB/ref=zg_bs_g_industrial_sccl_24/262-8866325-7764107?psc=1,2023-09-07
"Wipro 9W B22D WiFi LED Smart Bulb with Music Sync Function, Compatible with Amazon Alexa and Google Assistant (16M Colours, Warm White/Neutral White/White + Dimmable) Pack of 1",Industrial & Scientific,₹599.00,"96,725",4.1 out of 5 stars,#25,amazon.in/wipro-NS9400-Compatible-Assistant-Standard/dp/B095SWYF6M/ref=zg_bs_g_industrial_sccl_25/262-8866325-7764107?psc=1,2023-09-07
"Kalitus Fan Cleaner Brush with Long Rod Flexible Fan Cleaning Mop Microfiber Dust Cleaner Foldable Duster for Home Cleaning Microfiber Duster for Cleaning of Home, Kitchen, Car, Ceiling, Blue",Industrial & Scientific,₹179.00,290,3.7 out of 5 stars,#26,amazon.in/Kalitus-Foldable-Microfiber-Cleaning-Duster/dp/B09BR6NGWF/ref=zg_bs_g_industrial_sccl_26/262-8866325-7764107?psc=1,2023-09-07
Bildos® Non-Woven Fabric 3 Layer Disposable Face Mask With Nose Clip (Black) For Men & Women (100),Industrial & Scientific,₹269.00,"23,134",3.9 out of 5 stars,#27,amazon.in/Bildos%C2%AE-Non-Woven-Disposable-Surgical-Certified/dp/B097DLV7V4/ref=zg_bs_g_industrial_sccl_27/262-8866325-7764107?psc=1,2023-09-07
Gala - 153070 Multipurpose Microfiber Duster for Home and Car Use (Blue),Industrial & Scientific,₹165.00,"9,132",3.9 out of 5 stars,#28,amazon.in/Gala-153070-Microfiber-Duster-Blue/dp/B06XBXF8FB/ref=zg_bs_g_industrial_sccl_28/262-8866325-7764107?psc=1,2023-09-07
"FLYNGO Microfiber Feather Duster Bendable & Extendable Fan Cleaning Duster with 100 inches Expandable Pole Handle Washable Duster for High Ceiling Fans, Window Blinds, Furniture (Grey)",Industrial & Scientific,₹445.00,"2,181",3.9 out of 5 stars,#29,amazon.in/FLYNGO-Microfiber-Extendable-Expandable-Furniture/dp/B09R4VWNV5/ref=zg_bs_g_industrial_sccl_29/262-8866325-7764107?psc=1,2023-09-07
"Halonix All Rounder Base B22D 15W,8W,0.5W Multi Wattage Adjustable Light Led Bulb (Pack Of 1, White & Yellow)",Industrial & Scientific,₹189.00,"8,228",4.1 out of 5 stars,#30,amazon.in/HALONIX-Rounder-0-5W-Multi-Wattage/dp/B07XVSCHHD/ref=zg_bs_g_industrial_sccl_30/262-8866325-7764107?psc=1,2023-09-07
Sukkhi Rakhi Elegant Floral Kundan Designer Gold Plated Premium Rakhi for Brother With Roli Chawal & Greeting Card | Rakhi for Bhaiya | Rakhi for MEN | Kundan Rakhi | (RAK73480),Jewellery,₹119.00,"9,646",4.2 out of 5 stars,#1,amazon.in/Sukkhi-Elegant-Kundan-Bandhan-Greeting/dp/B07FM8DDGS/ref=zg_bs_g_jewelry_sccl_1/259-6035310-3773965?psc=1,2023-09-07
Riddhika Ventures Glorious Gold Plated Om and Diamond Ring Rakhi (Bracelet) with Roli Chawal and Greeting Card (K15) (K15),Jewellery,₹149.00,"1,813",4.0 out of 5 stars,#2,amazon.in/Riddhika-Ventures-Glorious-Bracelet-Greeting/dp/B07DZTZHFZ/ref=zg_bs_g_jewelry_sccl_2/259-6035310-3773965?psc=1,2023-09-07
"YouBella Rakhi for Brother and Bhabhi Rakhi Set of 2 Jewellery Bracelet Rakhi Combo for Brother, Rakhi Gift for Bhaiyya/Bhai | Rakhi with Roli Chawal",Jewellery,₹149.00,"5,376",4.1 out of 5 stars,#3,amazon.in/YouBella-Rakhi-Brother-Multi-Colour-YBRK_71/dp/B07THD7PV3/ref=zg_bs_g_jewelry_sccl_3/259-6035310-3773965?psc=1,2023-09-07
"SILVR BEAR Luxury Satin Scrunchies for Women/Girls SAME 5 COLORS AS PIC | Anti-Hair-Breakage, Hair Ties, Scrunchies Set for Girls, Women, Best Gift for Sister, Friend, Mom | Classic Shades",Jewellery,₹299.00,"2,458",4.4 out of 5 stars,#4,amazon.in/Silvr-Bear-Scrunchies-Anti-Hair-Breakage-Classic/dp/B09MTRT4HQ/ref=zg_bs_g_jewelry_sccl_4/259-6035310-3773965?psc=1,2023-09-07
DeoDap Multicolor Bal Krishna Morpich Flute Colorful Beads Rakhi / Bracelet | Effete Chocolate Butter Scotch | Silver Color Pooja Coin | Roli Chawal | Greeting Card | Occasion | Rakhi & Chocolate for brother | Rakhi with chocolate | rakhi with gift | Rakhi Combo | Rakhi Chocolate Gift combo | K1_703_BS |,Jewellery,₹249.00,"1,076",3.7 out of 5 stars,#5,amazon.in/DeoDap-Rakshabandhan-Q1_R861_EP96-Bracelet-Chocolate/dp/B08CBCRYDX/ref=zg_bs_g_jewelry_sccl_5/259-6035310-3773965?psc=1,2023-09-07
Shining Diva Fashion Distance Couple Natural Stones Reiki Yoga Healing Onyx and Howlite Unisex Bracelet for Men and Women (cmb283_9376b_9386b),Jewellery,₹179.00,841,3.9 out of 5 stars,#6,amazon.in/Shining-Diva-Fashion-Multicolour-Bracelets/dp/B07DJPVWHG/ref=zg_bs_g_jewelry_sccl_6/259-6035310-3773965?psc=1,2023-09-07
Yellow Chimes Pendant for Men and Boys Silver Pendants For Men | Stainless Steel Black Pendant Chain for Men | Birthday Gift for Men and Boys Anniversary Gift for Husband,Jewellery,₹199.00,"1,468",4.1 out of 5 stars,#7,amazon.in/Yellow-Chimes-Powerful-Pendant-YCSSPD-G1130-BK/dp/B0791GPRNV/ref=zg_bs_g_jewelry_sccl_7/259-6035310-3773965?psc=1,2023-09-07
"ANZAILALA Ring Size Adjuster for Loose Rings - 4 Sizes Ring Sizer Ring Tightener Resizer Fit Spiral Silicone Tightener Set(4 Pcs,Gold)",Jewellery,₹252.00,417,4.3 out of 5 stars,#8,amazon.in/ANZAILALA-Ring-Adjuster-Loose-Rings/dp/B0BC21BLHM/ref=zg_bs_g_jewelry_sccl_8/259-6035310-3773965?psc=1,2023-09-07
ARTIFICIAL TREE HANDMADE Evil Eye NAZAR DHAGA BRACELET ADJUSTABLE BRACELET FRIENDSHIP BAND FOR WOMEN MEN Nazar Bracelets 2 piece (AT GIRLS BRCT 005),Jewellery,₹149.00,393,3.8 out of 5 stars,#9,amazon.in/ARTIFICIAL-TREE-ADJUSTABLE-WRISTBAND-FRIENDSHIP/dp/B09TWW4XRJ/ref=zg_bs_g_jewelry_sccl_9/259-6035310-3773965?psc=1,2023-09-07
"DeoDap Unique Bracelet, Rakhi with Card And Chocolate Combo, Multicolour, Set of 2",Jewellery,₹239.00,"2,354",3.9 out of 5 stars,#10,amazon.in/DeoDap-Silver-Plated-Chocolate-Greeting/dp/B07TYR5KR5/ref=zg_bs_g_jewelry_sccl_10/259-6035310-3773965?psc=1,2023-09-07
Riddhika Ventures Alluring Gold Plated Floral and Pearl Rakhi (Bracelet) with Roli Chawal & Greeting Card for Men (K11),Jewellery,₹149.00,579,4.1 out of 5 stars,#11,amazon.in/Riddhika-Ventures-Non-Precious-Rakshabandhan-Multicolor/dp/B08BP83L8K/ref=zg_bs_g_jewelry_sccl_11/259-6035310-3773965?psc=1,2023-09-07
Fashion Frill Men's Jewellery 3D Cuboid Vertical Bar/Stick Stainless Steel Black Silver Locket Pendant Necklace Chain For Boys and Men Unisex Birthday Gift Anniversary Love Gift Silver Chain Necklace,Jewellery,₹129.00,958,3.7 out of 5 stars,#12,amazon.in/Fashion-Frill-Jewellery-Vertical-Stainless/dp/B0BH8H9KSL/ref=zg_bs_g_jewelry_sccl_12/259-6035310-3773965?psc=1,2023-09-07
"ZENEME Jewellery Flowers Jewellery Set For Haldi Gota Patti Necklace, Earrings, Bracelet & Maang Tika for Women & Girls (Mehandi/Haldi/Wedding/Bridal/Baby Shower)",Jewellery,₹349.00,169,4.0 out of 5 stars,#13,amazon.in/Jewellery-Flowers-Necklace-Earrings-Bracelet/dp/B09WLZQ5B3/ref=zg_bs_g_jewelry_sccl_13/259-6035310-3773965?psc=1,2023-09-07
Shining Diva Fashion Latest Stylish Austrian Crystal Rose Gold Charm Bracelet for Women,Jewellery,₹248.00,"2,262",4.0 out of 5 stars,#14,amazon.in/Shining-Diva-Fashion-Infinity-10672b/dp/B07RY8K8X9/ref=zg_bs_g_jewelry_sccl_14/259-6035310-3773965?psc=1,2023-09-07
okos Men's Jewellery 3D Cuboid Vertical Bar/Stick Stainless Steel Locket Pendant Necklace for Boys and Men PD1000871,Jewellery,₹129.00,"1,222",3.7 out of 5 stars,#15,amazon.in/okos-Jewellery-Vertical-Stainless-PD1000871COM/dp/B0B46669GL/ref=zg_bs_g_jewelry_sccl_15/259-6035310-3773965?psc=1,2023-09-07
"Sukkhi Rakhi Stylish Kundan Rakhi Combo & Designer Gold Plated Premium Rakhi for Brother, Roli Chawal & Greeting Card | Rakhi for Bhaiya | Rakhi for MEN | Kundan Rakhi | Rakhi Combo-Set of 2 |CB73470)",Jewellery,₹229.00,"4,912",4.2 out of 5 stars,#16,amazon.in/Sukkhi-Rakhi-Designer-Combo-Set-CB73470/dp/B07FLFPJXL/ref=zg_bs_g_jewelry_sccl_16/259-6035310-3773965?psc=1,2023-09-07
Okos Rose Gold Plated Pink Flowers Link Chain Adjustable Size Charm Alloy Bracelet Decorated With Crystals for Girls & Women BROK1000009,Jewellery,₹79.00,"1,865",3.8 out of 5 stars,#17,amazon.in/Okos-Adjustable-Bracelet-Decorated-BROK1000009/dp/B08LKCLRY6/ref=zg_bs_g_jewelry_sccl_17/259-6035310-3773965?psc=1,2023-09-07
Riddhika Ventures Stylish Kundan and AD Ring Rakhi (Set of 2) (Bracelet) with Roli Chawal and Greeting Card,Jewellery,₹256.00,"1,903",4.1 out of 5 stars,#18,amazon.in/Riddhika-Ventures-Rakshabandhan-Greeting-Multicolour/dp/B08BP9FV5Q/ref=zg_bs_g_jewelry_sccl_18/259-6035310-3773965?psc=1,2023-09-07
Riddhika Ventures Stunning Gold Plated Designer Brother's Rakhi with Roli Chawal and Greeting Card (P3),Jewellery,₹123.00,66,3.6 out of 5 stars,#19,amazon.in/Riddhika-Ventures-Glorious-Diamond-Greeting/dp/B07DZVYJNZ/ref=zg_bs_g_jewelry_sccl_19/259-6035310-3773965?psc=1,2023-09-07
Shining Diva Fashion Latest Stylish Traditional Oxidised Silver Necklace Jewellery Set for Women (13165s),Jewellery,₹268.00,257,4.1 out of 5 stars,#20,amazon.in/Shining-Diva-Fashion-Traditional-13165s/dp/B0B15GRS3X/ref=zg_bs_g_jewelry_sccl_20/259-6035310-3773965?psc=1,2023-09-07
ANZAILALA Ring Size Adjuster for Loose Rings - 4 Sizes Clear Ring Sizer Resizer Fit Spiral Silicone Tightener Set(4 Pcs),Jewellery,₹219.00,569,4.2 out of 5 stars,#21,amazon.in/ANZAILALA-Ring-Adjuster-Loose-Rings/dp/B09QZMXZ16/ref=zg_bs_g_jewelry_sccl_21/259-6035310-3773965?psc=1,2023-09-07
YouBella Hair Jewellery Clip Set for Baby Band for Girls (Pack of 18) (Pink),Jewellery,₹283.00,891,3.9 out of 5 stars,#22,amazon.in/YouBella-Hair-Jewellery-Clip-Girls/dp/B08T64VPNC/ref=zg_bs_g_jewelry_sccl_22/259-6035310-3773965?psc=1,2023-09-07
Shining Diva Fashion 22pcs Latest Stylish Stackable Kunckle Rings Set for Women and Girls Butterfly Heart Boho Gold and Silver Plated Rings,Jewellery,₹246.00,126,3.8 out of 5 stars,#23,amazon.in/Shining-Diva-Fashion-Stylish-Rings/dp/B0BX62B58N/ref=zg_bs_g_jewelry_sccl_23/259-6035310-3773965?psc=1,2023-09-07
"Shining Diva Fashion Latest Stylish Fancy Oxidised Silver Tribal Necklace Jewellery Set for Women (12164s), Multicolour, One",Jewellery,₹269.00,"1,583",4.2 out of 5 stars,#24,amazon.in/Shining-Diva-Fashion-12164s-Multicolour/dp/B09KXGKG36/ref=zg_bs_g_jewelry_sccl_24/259-6035310-3773965?psc=1,2023-09-07
JewelMaze Traditional Jhumki Earrings Combo For Women and Girls - Set of 4,Jewellery,₹202.00,"2,946",4.2 out of 5 stars,#25,amazon.in/JewelMaze-Oxidized-Silver-Earrings-Women/dp/B07S3H1BPS/ref=zg_bs_g_jewelry_sccl_25/259-6035310-3773965?psc=1,2023-09-07
Shining Diva Fashion 18 pairs Combo Set Celebrity Inspired Latest Stylish Gold Plated Hoop and Crystal Pearl Stud Earrings for Women,Jewellery,₹358.00,117,4.1 out of 5 stars,#26,amazon.in/Shining-Diva-Fashion-Earrings-rrsdcmb297_12789_12906/dp/B0B757LBJD/ref=zg_bs_g_jewelry_sccl_26/259-6035310-3773965?psc=1,2023-09-07
Shining Diva Fashion Stylish Multilayer Chain Pendant Necklace for Women and Girls Minimalist Heart Star Bohemian Crystal Choker Necklace,Jewellery,₹234.00,413,3.1 out of 5 stars,#27,amazon.in/Shining-Diva-Fashion-Multilayer-12450np/dp/B08VS48J4W/ref=zg_bs_g_jewelry_sccl_27/259-6035310-3773965?psc=1,2023-09-07
Okos Unisex Fashion Jewellery Adjustable Multi Style Bracelet Sets Made with Beads For Women; Girls ; Boys; Men BR1000050,Jewellery,₹79.00,70,3.9 out of 5 stars,#28,amazon.in/Okos-Jewellery-Adjustable-Streachable-BR1000050PLN/dp/B0C8P2BM85/ref=zg_bs_g_jewelry_sccl_28/259-6035310-3773965?psc=1,2023-09-07
Shining Diva Fashion Latest Stylish Design Fancy Pearl Choker Traditional Temple Necklace Jewellery Set for Women (14822s) (Golden),Jewellery,₹437.00,71,3.8 out of 5 stars,#29,amazon.in/Shining-Diva-Fashion-Traditional-14822s/dp/B0C4TDNPRZ/ref=zg_bs_g_jewelry_sccl_29/259-6035310-3773965?psc=1,2023-09-07
Shining Diva Fashion Latest Stylish 6-20 Pairs Combo Earrings for Women and Girls,Jewellery,₹199.00,"2,545",4.1 out of 5 stars,#30,amazon.in/Shining-Diva-Fashion-Earrings-9919er/dp/B07JVVXFF4/ref=zg_bs_g_jewelry_sccl_30/259-6035310-3773965?psc=1,2023-09-07
"Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings (Mastery Series Book 1), Author: thibaut  meurisse",Kindle Store,₹99.00,"9,805",4.5 out of 5 stars,#1,amazon.in/Master-Your-Emotions-Practical-Negativity-ebook/dp/B07CX8H6YH/ref=zg_bs_g_digital-text_sccl_1/259-4378466-5549241?psc=1,2023-09-07
"அணையை மீறி இணைந்த நதிகள் (Tamil Edition), Author: உதய  சந்திரிகா",Kindle Store,₹250.00,35,4.8 out of 5 stars,#2,amazon.in/%E0%AE%85%E0%AE%A3%E0%AF%88%E0%AE%AF%E0%AF%88-%E0%AE%AE%E0%AF%80%E0%AE%B1%E0%AE%BF-%E0%AE%87%E0%AE%A3%E0%AF%88%E0%AE%A8%E0%AF%8D%E0%AE%A4-%E0%AE%A8%E0%AE%A4%E0%AE%BF%E0%AE%95%E0%AE%B3%E0%AF%8D-Tamil-ebook/dp/B0CH77Q9DK/ref=zg_bs_g_digital-text_sccl_2/259-4378466-5549241?psc=1,2023-09-07
"Harry Potter and the Philosopher's Stone, Author: J.K. Rowling",Kindle Store,₹313.95,"101,411",4.7 out of 5 stars,#3,amazon.in/Harry-Potter-Philosophers-Stone-Rowling-ebook/dp/B019PIOJYU/ref=zg_bs_g_digital-text_sccl_3/259-4378466-5549241?psc=1,2023-09-07
"பாலை குரவம்: Paalai kuravam (மமதன் முகரா மணிச்சிகை Book 3) (Tamil Edition), Author: suja chandran",Kindle Store,₹200.00,17,4.4 out of 5 stars,#4,amazon.in/%E0%AE%AA%E0%AE%BE%E0%AE%B2%E0%AF%88-%E0%AE%95%E0%AF%81%E0%AE%B0%E0%AE%B5%E0%AE%AE%E0%AF%8D-Paalai-kuravam-%E0%AE%AE%E0%AE%A3%E0%AE%BF%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AE%BF%E0%AE%95%E0%AF%88-ebook/dp/B0CH99CR8X/ref=zg_bs_g_digital-text_sccl_4/259-4378466-5549241?psc=1,2023-09-07
"50 Greatest Short Stories, Author: Terry O'Brien",Kindle Store,₹226.12,324,4.1 out of 5 stars,#5,amazon.in/Greatest-Short-Stories-Terry-OBrien-ebook/dp/B015RI7RN2/ref=zg_bs_g_digital-text_sccl_5/259-4378466-5549241?psc=1,2023-09-07
"உன் மௌனமே என் இசையாக : Un mouname en isaiyaaga (Tamil Edition), Author: ஆத்விகா பொம்மு (Aadvika Pommu)",Kindle Store,₹449.00,102,4.4 out of 5 stars,#6,amazon.in/%E0%AE%89%E0%AE%A9%E0%AF%8D-%E0%AE%AE%E0%AF%8C%E0%AE%A9%E0%AE%AE%E0%AF%87-%E0%AE%8E%E0%AE%A9%E0%AF%8D-%E0%AE%87%E0%AE%9A%E0%AF%88%E0%AE%AF%E0%AE%BE%E0%AE%95-isaiyaaga-ebook/dp/B0CH5D1CGJ/ref=zg_bs_g_digital-text_sccl_6/259-4378466-5549241?psc=1,2023-09-07
"எனை ஏற்பாயா என்னுயிரே! (Tamil Edition), Author: Prema ...",Kindle Store,₹356.00,88,4.5 out of 5 stars,#7,amazon.in/%E0%AE%8E%E0%AE%A9%E0%AF%88-%E0%AE%8F%E0%AE%B1%E0%AF%8D%E0%AE%AA%E0%AE%BE%E0%AE%AF%E0%AE%BE-%E0%AE%8E%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AF%81%E0%AE%AF%E0%AE%BF%E0%AE%B0%E0%AF%87-Tamil-Prema-ebook/dp/B0CH52J6V8/ref=zg_bs_g_digital-text_sccl_7/259-4378466-5549241?psc=1,2023-09-07
"108 Panchatantra Stories, Author: Vishnu Sharma",Kindle Store,₹125.00,"3,713",4.4 out of 5 stars,#8,amazon.in/108-Panchatantra-Stories-Vishnu-Sharma-ebook/dp/B08X1BPS7N/ref=zg_bs_g_digital-text_sccl_8/259-4378466-5549241?psc=1,2023-09-07
"Srungaaram poosum serundhi: ஸ்ருங்காரம் பூசும் செருந்தி (Tamil Edition), Author: Priyamehan  K",Kindle Store,₹333.00,15,4.4 out of 5 stars,#9,amazon.in/Srungaaram-poosum-serundhi-%E0%AE%B8%E0%AF%8D%E0%AE%B0%E0%AF%81%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%B0%E0%AE%AE%E0%AF%8D-%E0%AE%9A%E0%AF%86%E0%AE%B0%E0%AF%81%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%BF-ebook/dp/B0CH53RXMP/ref=zg_bs_g_digital-text_sccl_9/259-4378466-5549241?psc=1,2023-09-07
"The 7 Habits of Highly Effective People: Infographics Edition: Powerful Lessons in Personal Change, Author: Stephen R. Covey",Kindle Store,₹135.84,"18,044",4.5 out of 5 stars,#10,amazon.in/Habits-Highly-Effective-People-Powerful-ebook/dp/B01069X4H0/ref=zg_bs_g_digital-text_sccl_10/259-4378466-5549241?psc=1,2023-09-07
"Mindful Zen Habits:, Author: Marc Reklau",Kindle Store,₹149.47,380,4.4 out of 5 stars,#11,amazon.in/Mindful-Zen-Habits-Mark-Reklau-ebook/dp/B0937BSM33/ref=zg_bs_g_digital-text_sccl_11/259-4378466-5549241?psc=1,2023-09-07
"தீயானேன் உயிரும் நீயானேன்.. (Tamil Edition), Author: உமா சாரல்",Kindle Store,₹699.00,4,4.7 out of 5 stars,#12,amazon.in/%E0%AE%A4%E0%AF%80%E0%AE%AF%E0%AE%BE%E0%AE%A9%E0%AF%87%E0%AE%A9%E0%AF%8D-%E0%AE%89%E0%AE%AF%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%A8%E0%AF%80%E0%AE%AF%E0%AE%BE%E0%AE%A9%E0%AF%87%E0%AE%A9%E0%AF%8D-Tamil-%E0%AE%9A%E0%AE%BE%E0%AE%B0%E0%AE%B2%E0%AF%8D-ebook/dp/B0CGXCQSFZ/ref=zg_bs_g_digital-text_sccl_12/259-4378466-5549241?psc=1,2023-09-07
"Chanakya, Author: YAGYA SHARMA",Kindle Store,₹70.00,"1,244",4.5 out of 5 stars,#13,amazon.in/Chanakya-Visionaries-YAGYA-SHARMA-ebook/dp/B01NCX4I0V/ref=zg_bs_g_digital-text_sccl_13/259-4378466-5549241?psc=1,2023-09-07
"How to Become a People Magnet: 62 Life-Changing Tips to Attract Everyone You Meet, Author: Mark Reklau",Kindle Store,₹149.10,"1,123",4.4 out of 5 stars,#14,amazon.in/How-Become-People-Magnet-Life-Changing-ebook/dp/B07QW6K7X3/ref=zg_bs_g_digital-text_sccl_14/259-4378466-5549241?psc=1,2023-09-07
