Product Name,Category,Price,Number of Reviews,Average Rating,Product Rank
"Hauser XO 0.6mm Ball Pen Box Pack | Sleek Body & Minimalistic Design | Matt Finish & Solid Body Type | Low Viscosity Ink With Ultra Durable Tip | Blue Ink, Pack of 10 Pens",Office Products,100.0,578.0,4.4,10
Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,Office Products,440.0,9885.0,4.0,11
"JK Easy Copier Paper | A4 Size | 70 GSM | 500 Sheets | White Paper, 1 Ream | For Laserjet & Inkjet Printer | Fast Drying | Both Side Print | Eco Friendly | ColorLok (Pack of 1) | One Ream",Office Products,375.0,8883.0,4.3,12
"3M Post-it Sticky Note Cube, 200 Sheets (4 Colors x 50 Sheets) | 3"" x 3"" Size | For notes, reminders, study, school and organizing",Office Products,123.0,8278.0,4.4,13
Reynolds AEROSLIM 5 CT BLACK I Lightweight Ball Pen With Comfortable Grip for Extra Smooth Writing I School and Office Stationery | 0.7mm Tip Size,Office Products,25.0,642.0,3.9,14
Kadam Pakka Rang Fabric Dye Colour | 25g Pack | Includes DyFix Color Fixer | Permanent Fabric Dyes for Old Faded Jeans and Clothes (Jeans Black),Office Products,249.0,146.0,3.9,15
"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Unruled, 300 Pages",Office Products,160.0,4958.0,4.0,16
"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages ( Assorted )",Office Products,175.0,9843.0,4.0,17
"OFIXO 100 Pieces Colour Sheets Copy Printing Papers/Art and Craft Paper A4 Sheets Double Sided Coloured Origami Folding DIY Craft Smooth Finish Home, School, Office Stationery (10 Sheets each color)",Office Products,155.0,22306.0,4.3,18
"3M Scotch Scissors | 6"" Multipurpose | Comfort Grip Handle and Stainless Steel Blades | Paper, Photos, Crafts",Office Products,173.0,4461.0,4.4,19
COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,Office Products,199.0,10551.0,4.1,20
Amazon Pay eGift Card,Office Products,,192962.0,4.6,21
Cello Whitemate Whiteboard Markers | Set of 6 | Assorted Ink Colours | Whiteboard Marker with Easily Erasable Ink | Refillable Whiteboard Markers Markers,Office Products,141.0,12529.0,4.2,22
"Casio FX-991MS 2nd Gen Non-Programmable Scientific Calculator, 401 Functions and 2-line Display, Black",Office Products,,4731.0,4.4,23
Cello Bling Pastel Ball Pen | Blue Ball Pen | Jar of 25 Units | Best Ball Pens for Smooth Writing | Ball Point Pen Set | Pens for Students | Office Stationery Items | Best pen for Exam,Office Products,128.0,9697.0,4.0,24
"FACTOR NOTES Notebook: 90 GSM, B6, Ruled, 112 Pages Journal Diary (Sunshine Mixed with a Hurricane)",Office Products,181.0,7311.0,4.2,25
"AmazonBasics Expanding File Folder, Letter Size (Fits A4 Paper) - Black - with 13 pockets",Office Products,449.0,61201.0,4.3,26
"uni-ball Eye UB157 0.7mm Roller Ball Pen | Waterproof Pigment Ink | Lightweighted Sleek Body | Long Lasting Smudge Free Ink | School and Office stationery | Blue Ink, Pack of 3",Office Products,210.0,4937.0,4.0,27
"Classmate Drawing Book - Unruled, 36 Pages, 210 mm x 297 mm - Pack of 4",Office Products,140.0,5327.0,4.0,28
"SHOPPOSTREET Sank Magic Practice Copybook, (4 BOOK + 10 REFILL+ 2 Pen +2 Grip) Number Tracing Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool Simple Hand Lettering",Office Products,279.0,3390.0,4.2,29
"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",Office Products,160.0,7317.0,4.4,30
"Meat Up Chicken Flavour Real Chicken Dog Biscuit For All Life Stages, 1kg (Buy 1 Get 1 Free)",Pet Supplies,376.0,39096.0,4.2,1
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",Pet Supplies,688.0,19414.0,4.4,2
"Purepet Ocean Fish Adult Dry Cat Food, 1 kg",Pet Supplies,183.0,4625.0,4.2,3
"Purepet Meat and Rice Adult Dog Food, 10kg",Pet Supplies,,10695.0,4.1,4
"Pedigree Adult Dry Dog Food, Meat & Rice, 3kg Pack",Pet Supplies,688.0,19319.0,4.4,5
"Pedigree Adult Wet Dog Food, Chicken & Liver Chunks in Gravy, 70 g (Pack of 30)",Pet Supplies,,8739.0,4.0,6
"Whiskas Adult (+1 year) Dry Cat Food Food, Ocean Fish Flavour, 3kg Pack",Pet Supplies,952.0,12309.0,4.0,7
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg",Pet Supplies,281.0,2177.0,3.7,8
"Whiskas Kitten (2-12 months) Dry Cat Food Food, Ocean Fish, 1.1kg Pack",Pet Supplies,389.0,15110.0,4.0,9
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)",Pet Supplies,714.0,5776.0,4.2,10
"Purepet Tuna & Salmon Adult Dry Cat Food, 1 kg",Pet Supplies,184.0,900.0,4.2,11
"Meat Up Dry Adult Dog Food, Chicken Flavour, 3 KG (Buy 1 Get 1 Free)",Pet Supplies,766.0,13924.0,4.0,12
"Purepet Mackerel Adult Dry Cat Food, 1 kg",Pet Supplies,181.0,2906.0,4.2,13
Pet Pattern Advance Cat Litter 10 KGS Litter 99.99% Dust Free,Pet Supplies,607.0,1052.0,4.1,14
"Drools Chicken and Egg Adult Dry Dog Food, 3 kg with Free 1.2 kg",Pet Supplies,679.0,11566.0,4.2,15
"Pedigree Puppy Dry Dog Food, Chicken & Milk, 3kg Pack",Pet Supplies,722.0,21297.0,4.4,16
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)",Pet Supplies,404.0,13924.0,4.1,17
"Drools Optimum Performance Adult Dry Dog Food, Chicken Flavor, 10kg",Pet Supplies,,6457.0,4.3,18
"whiskas Adult Wet Cat Food, Chicken in Gravy, 12 Pouches (12 x 85g), Brown",Pet Supplies,510.0,1502.0,4.0,19
"Pedigree Dentastix Dog Treat Oral Care for Adult Medium Breed (10-25 kg), (28 Sticks) 720g Monthly Pack",Pet Supplies,728.0,7703.0,4.0,20
"Chappi Adult Dry Dog Food, Chicken & Rice, 20kg Pack",Pet Supplies,,5618.0,4.2,21
"Meat Up Kitten(1-12 months) Dry Cat Food, Ocean Fish, 1.2kg (Buy 1 Get 1 Free)",Pet Supplies,429.0,7212.0,4.1,22
"Purepet Sea Food Adult Cat Food, 6 kg",Pet Supplies,849.0,298.0,4.2,23
"Pedigree Puppy Wet Dog Food, Chicken Chunks in Gravy, 70 g (Pack of 15)",Pet Supplies,637.0,7916.0,4.0,24
"Whiskas Wet Food for Kittens (2-12 Months), Chicken in Gravy Flavour, 12 pouches (12 x 85g)",Pet Supplies,570.0,1207.0,4.4,25
"Depets Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Massaging Tool Suitable for Pets with Long or Short Hair",Pet Supplies,215.0,7386.0,4.2,26
"Meat Up Munchy Sticks, Chicken Flavour, Dog Treats For All Life Stages, 400g (Buy 1 Get 1 Free)",Pet Supplies,254.0,7912.0,4.2,27
"Whiskas Adult (+1 year) Dry Cat Food Food, Tuna Flavour, 3kg Pack",Pet Supplies,952.0,6934.0,4.0,28
Bark Out Loud by Vivaldis - Fresh Chicken Immunity Chewstix Treats with Omega & Zinc for Overall Health & Vitality Stick for Dogs & Cats of All Life Stages Pack of 1 X 100 gm,Pet Supplies,231.0,609.0,4.3,29
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)",Pet Supplies,499.0,6276.0,4.0,30
ASIAN Men's Wonder-13 Sports Running Shoes,Shoes & Handbags,539.0,91822.0,3.9,1
DOCTOR EXTRA SOFT Doctor Ortho Slippers for Women.,Shoes & Handbags,399.0,49366.0,4.0,2
"DOCTOR EXTRA SOFT Flexible Memory Foam Women's Shoes for Walking Gym Training,Casual, Sports,Slip-On,Lightweight Lace up Athletics Slipon Running Sneaker for Ladies and Girls",Shoes & Handbags,799.0,1084.0,4.1,3
Crocs unisex-adult Bayaband Clog,Shoes & Handbags,,52603.0,4.2,4
"Frido Dual Gel Heavy Duty Trimmable Insoles, For Loose Shoes or Replacing Existing Insoles, Thick Shoe Inserts, Extra Comfort and Support, Proudly Made in India, (Size 9-13 UK) - Pack of 1 Pair",Shoes & Handbags,799.0,3410.0,3.8,5
DOCTOR EXTRA SOFT Doctor Slippers for Women Orthopedic Diabetic Pregnancy Non Slip Lightweight Comfortable Flat Casual Stylish Dr Chappals and House Flip flops For Ladies and Girl’s D-22,Shoes & Handbags,349.0,1251.0,4.2,6
Red Tape Men's Rover Comfortable Clogs || Sandals with Adjustable Back Strap for Men,Shoes & Handbags,839.0,891.0,4.0,7
Sparx Women's Velvet Basic Flip-Flops and House Slippers,Shoes & Handbags,270.0,43135.0,4.1,8
Campus Men's OXYFIT (N) Walking Shoe,Shoes & Handbags,484.2,34053.0,4.1,9
Sparx Mens Sd0734g Sneaker,Shoes & Handbags,564.0,2244.0,4.1,10
DOCTOR EXTRA SOFT Men's Classic Casual Clogs/Sandals with Adjustable Back Strap for Adult | Comfortable & Light Weight | Stylish & Anti-Skid | Waterproof & Everyday Use Mules for Gents/Boys D-501,Shoes & Handbags,599.0,839.0,4.3,11
Helios Sports & Sneaker Care Kit 150 ml,Shoes & Handbags,284.0,3852.0,3.8,12
"FOVERA Gel Insoles Pair for Walking, Running, Sports, Formal & Safety Shoes-All Day Comfort Shoe Inserts with Dual Gel Technology-Made In India -Full Sole for Every Shoe (Male (Large),Pack of 1 Pair)",Shoes & Handbags,345.0,12913.0,3.9,13
Liberty A-HA Casual Thong for Mens,Shoes & Handbags,227.0,484.0,4.0,14
Puma Unisex-Adult Geo Slide Sandal,Shoes & Handbags,868.0,621.0,4.0,15
Cleno Shoe Cleaner Wet Wipes For Shoes/Loafers/Sandals/Slippers/Traditional Footwear/Athletic Shoes/Sneakers/White Shoes/Golf-Tennis Shoes/Scrub Off Dirt/Mud/Grass Stains - 50 Wipes (Ready to Use),Shoes & Handbags,259.0,1573.0,4.0,16
DOCTOR EXTRA SOFT Womens D-19 slipper,Shoes & Handbags,399.0,23849.0,4.0,17
"ASIAN Men's FUTURE-01 Sports Running,Walking & Gym Shoes with Eva Sole Extra Jump Casual Sneaker Shoes for Men's & Boy's",Shoes & Handbags,539.0,6988.0,3.8,18
Sparx Mens Sm-675 Running Shoe,Shoes & Handbags,720.0,7297.0,4.1,19
BATA Women's Ortho Comfit Slipper,Shoes & Handbags,239.0,8391.0,4.3,20
Crocs unisex-adult LiteRide Clog,Shoes & Handbags,,39867.0,4.0,21
Sparx mens Sf0204g Slipper,Shoes & Handbags,237.0,23316.0,4.2,22
BATA Mens Boss-Grip Uniform Dress Shoe,Shoes & Handbags,749.0,3968.0,3.7,23
"ASIAN Women's Cute Sports Running Shoes,Walking, Gym Casual Sneaker Lace-Up Shoes for Girl's",Shoes & Handbags,539.0,9421.0,3.9,24
Sparx mens Ss0101g Sandals,Shoes & Handbags,594.0,25846.0,4.2,25
Campus mens Oxyfit (N) Walking Shoe,Shoes & Handbags,539.0,7473.0,4.1,26
Sparx Womens Sx0167l Running Shoe,Shoes & Handbags,789.0,6581.0,4.3,27
Aliza Women's Tote Bag,Shoes & Handbags,409.0,8980.0,4.0,28
"JICOOT White Shoe Cleaning Cream, Practical Shoe Cleaning Kit - Shoe Cream with Sponge, Shoes Whitening Cleansing, Stain Remover Cleansing Cream for Shoe, Sneaker Cleaner White Shoes, No-Wash, for Leather Shoes, Sports Shoes - 260GM",Shoes & Handbags,379.0,322.0,4.4,29
layasa Stylish Trendy Lightweight Canvas Casual High Top Sneaker Shoes for Women's & Girls| Sneakers| White Sneakers|Running Shoes,Shoes & Handbags,389.0,727.0,3.8,30
McAfee | Antivirus | 1 User | 3 Years | Email Delivery in 2 hours - no CD,Software,660.0,14520.0,4.2,1
"K7 Security K7, Total Security, 1 User, 1 Year, Email Delivery In 30 Min, No Cd",Software,315.0,511.0,4.3,2
Kaspersky | Total  Security | 1 User | 1 Year | Win Movie Voucher with Every Purchase (Offer Valid till 30th September 2023) | Email Delivery in 1 Hour - No CD,Software,450.0,8438.0,4.4,3
"Bitdefender - 1 Device,1 Year - Mobile Security | Android| Latest Version | Email Delivery in 2 Hours- No CD |",Software,55.0,8728.0,4.1,4
Quick Heal | Antivirus Pro | 1 user | 1 Year | Email Delivery in 2 hours - no CD,Software,429.0,7643.0,4.3,5
Kaspersky | Anti-Virus | 1 User | 1 Year | Win Movie Voucher with Every Purchase (Offer Valid till 30th September 2023) | Email Delivery in 1 Hour - No CD,Software,249.0,3716.0,4.3,6
Quick Heal | Total Security | 1 User | 3 Years | Email Delivery in 2 hours - no CD,Software,,3082.0,4.0,7
McAfee | Antivirus | 1 User | 1 Year | Email Delivery in 2 hours - no CD,Software,350.0,15930.0,4.0,8
Kaspersky | Total  Security | 1 User | 3 Years | Win Movie Voucher with Every Purchase (Offer Valid till 30th September 2023) | Email Delivery in 1 Hour - No CD,Software,999.0,6781.0,4.0,9
Quick Heal | Total Security | 1 User | 1 Year | Email Delivery in 2 hours - no CD,Software,999.0,4345.0,4.0,10
"K7 Security K7 Antivirus Premium- 1 User, 1 Year (Email Delivery In 2 Hours, No Cd)",Software,179.0,3713.0,4.2,11
"McAfee Total Protection 2023 | 1 Device, 3 Year | Antivirus Internet Security Software | Password Manager & Dark Web Monitoring Included | PC/Mac/Android/iOS | Email Delivery",Software,,4856.0,4.4,12
"K7 Antivirus Premium 2023 for laptop/pc|1 User,1 Year| Antivirus, Internet Protection, Threat protection | 24 hr Email Delivery (NO CD)",Software,166.0,371.0,4.1,13
Kaspersky | Premium - Total Security (Ultimate Security) | 1 User | 1 Year | Win Movie Voucher with Every Purchase (Offer Valid till 30th September 2023) | Email Delivery in 1 Hour - No CD,Software,499.0,12271.0,4.3,14
NPAV | Net Protector | Total Security | Latest Version | 1 PC | 1 Year | Email Delivery in 1 Hour - No CD,Software,380.0,2247.0,4.3,15
"Bitdefender - 1 Computer,3 Years - Total Security | Windows | Latest Version | Email Delivery in 2 Hours- No CD |",Software,599.0,5152.0,4.4,16
"Bitdefender - 1 Computer,1 Year - Total Security | Windows | Latest Version | Email Delivery in 2 Hours- No CD |",Software,320.0,4776.0,4.3,17
Apple Inc. App Store Code - For India - Delivered via Email,Software,500.0,376.0,4.0,18
Quick Heal | Total Security | 2 Users | 3 Years | Email Delivery in 2 hours - no CD,Software,,2811.0,4.0,19
Apple Inc. App Store Code - For India - Delivered via Email,Software,,228.0,4.4,20
"McAfee Total Protection 2023| 1 Device, 1 Year | ₹100 Cashback on Amazon Pay | Antivirus Internet Security Software | PC/Mac/Android/iOS | Email Delivery",Software,745.0,5206.0,4.2,21
Win 10 Professional Licence Key,Software,299.0,,,22
"Kaspersky Internet Security for Android Mobile Latest Version- 1 Device, 1 Year (Code emailed in 1 Hour - No CD)",Software,219.0,11326.0,4.2,23
Quick Heal | Total Security Renewal Upgrade Gold pack | 1 User | 3 years | Email Delivery in 2 hours - no CD| Existing Quick Heal Single User Subscription Needed,Software,,7493.0,4.4,24
"Quick Heal Total Security Latest Version for Android - 1 Device, 1 Year (Email Delivery in 2 hours- No CD)",Software,151.0,4979.0,4.1,25
Kaspersky | Internet Security | 1 User | 3 Years | Win Movie Voucher with Every Purchase (Offer Valid till 30th September 2023) | Email Delivery in 1 Hour - No CD,Software,849.0,2913.0,4.6,26
"Microsoft Office Home & Student 2021, Lifetime Validity, Email Delivery in 2 hours, 1 person",Software,,7152.0,4.0,27
"K7 Total Security - 1 PC, 1 Year (Activation Key Card / Voucher)",Software,300.0,7619.0,4.2,28
Kaspersky | Premium - Total Security (Ultimate Security) | 1 User | 2 Years | Win Movie Voucher with Every Purchase (Offer Valid till 30th September 2023) | Email Delivery in 1 Hour - No CD,Software,749.0,252.0,4.7,29
"K7 Antivirus Premium 2023 |1 User, 3 Years | Antivirus, Smart Firewall and Intrusion Detection for Windows Laptop or PC | Email Delivery in 2 Hours (No-CD)",Software,565.0,537.0,4.3,30
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution (Black)","Sports, Fitness & Outdoors",,47700.0,4.2,1
"Boldfit Adjustable Hand Grip Strengthener, Hand Gripper for Men & Women for Gym Workout Hand Exercise Equipment to Use in Home for Forearm Exercise Finger Exercise Power Gripper","Sports, Fitness & Outdoors",199.0,14296.0,4.2,2
Boldfit Yoga Mats For Women yoga mat for men Exercise mat for home workout yoga mat for women gym mat Anti Slip Yoga mat Workout mat Yoga Mat For Kids Yoga mate gym mats for workout at home,"Sports, Fitness & Outdoors",347.0,13354.0,3.9,3
Boldfit Wrist Supporter for Gym Wrist Band for Men Gym & Women with Thumb Loop Straps - Wrist Wrap Gym Accessories for Men Hand Grip & Wrist Support Sports Straps for Gym,"Sports, Fitness & Outdoors",199.0,4976.0,4.3,4
Yonex Mavis 350 Nylon Shuttlecock,"Sports, Fitness & Outdoors",,26853.0,4.1,5
Boldfit Polyvinyl Chloride Skipping Jumping Rope with Adjustable Height Speed - Black,"Sports, Fitness & Outdoors",99.0,3836.0,4.0,6
Lifelong LLYM93 Yoga mat for Women & Men EVA Material 4mm Sea Blue Anti Slip for Gym Workout,"Sports, Fitness & Outdoors",299.0,2909.0,3.9,7
Boldfit Heavy Resistance Band for Workout Set Exercise & Stretching Pull Up Bands for Home Exercise Bands for Gym Men & Women Resistance Bands Loop Bands Toning Bands Resistance Band for Men,"Sports, Fitness & Outdoors",299.0,7988.0,4.2,8
Nivia Storm Football | Rubberized Moulded | Suitable for Hard Ground Without Grass | Training Ball | Soccer Ball | for Men/Women | Football Size - 5 (White),"Sports, Fitness & Outdoors",369.0,41808.0,3.9,9
"Lifelong PVC Hex Dumbbells Pack of 2 for Home Gym Equipment Fitness Barbell|Gym Exercise|Home Workout, Gym Dumbbells|Dumbbells Weights for Men & Women (6 Months Warranty)","Sports, Fitness & Outdoors",139.0,3667.0,3.9,10
"boAt Xtend Smart Watch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)","Sports, Fitness & Outdoors",,129725.0,4.1,11
Kore 3 in 1 Convertible 20 Kg PVC Dumbbells Set,"Sports, Fitness & Outdoors",749.0,16060.0,3.6,12
"Yonex Mavis 200i Nylon Shuttle Cock, Pack of 6 (Yellow)","Sports, Fitness & Outdoors",400.0,27301.0,4.3,13
"Bodyband Hand Grip Workout Strengthener, Adjustable Hand Gripper for Men & Women for Gym Workout Hand Exercise Equipment to Use in Home for Forearm Exercise","Sports, Fitness & Outdoors",139.0,1421.0,4.0,14
"Boldfit Adjustable Hand Grip Strengthener, Hand Gripper With Counter for Men & Women for Gym Workout Hand Exercise Equipment for Forearm Exercise, Finger Exercise Power Gripper - Army Green - 60kg","Sports, Fitness & Outdoors",249.0,1378.0,4.1,15
"Fitness Mantra® Adjustable Length Skipping Rope/Jumping Rope for Men and Women (Color- Black, Qty- 1 Pcs.)","Sports, Fitness & Outdoors",48.0,2.0,3.0,16
Aurion PVC Encase Coating Free Weight Dumbbell Set 2kg*2 (Black) | For Home and Gym Use | Strength Training Equipment | Home and Gym Fitness | Full Body Workout | Dumbbells For Men and Women Exercise,"Sports, Fitness & Outdoors",249.0,25736.0,3.9,17
"Fitness Mantra® Yoga Mat for Gym Workout and Yoga Exercise with 6mm Thickness, Anti-Slip Yoga Mat for Men & Women Fitness (Qnty.-1 Pcs.) Blue","Sports, Fitness & Outdoors",344.0,22430.0,4.0,18
"Vifitkit 4mm Anti-Skid EVA+TPE Yoga Mat with Strap for Home Gym & Outdoor Workout for Men & Women, Water-Resistant, Easy to Fold (Bottle Green)","Sports, Fitness & Outdoors",379.0,16766.0,3.8,19
"Boldfit Gym Gloves for Men with Wrist Support Accessories, Gym Gloves for Women for Weightlifting, Gloves for Gym Workout for Training, Exercise, Cycling Gloves, Bike Sports Gloves- Warrior - Large","Sports, Fitness & Outdoors",379.0,1136.0,4.2,20
Techista 2-in-1 Rechargeable - Cycle Light (3 Modes) Cycle Light and Horn/Cycle Lights Rechargeable Waterproof (140 dB) Cycle Light with Horn Cycle LED Front Light (Multicolor),"Sports, Fitness & Outdoors",299.0,3534.0,4.1,21
Fitness Mantra® 10KG To 40KG Weight Adjustable Hight Quality Hand Gripper for Men & Women |Hand Grip|Finger Exerciser|Power Gripper|Hand Exerciser Equipment|Hand Strengtheners [Black Color],"Sports, Fitness & Outdoors",113.0,120.0,3.4,22
"Resistance Tube by SLOVIC (1 Year Warranty) with 30+ Exercise Guide & Foam Handle, Suitable for Home and Gym for Men and Women, Multipurpose Resistance Tube Band (Red = 15kg)","Sports, Fitness & Outdoors",299.0,3044.0,4.2,23
"XTRIM Macho Gym Gloves for Men & Women with Wrist Support Accessories, Gym Gloves for Women for Weightlifting, Gloves for Gym Workout, Training and Exercise with Pullers (Black, XL)","Sports, Fitness & Outdoors",399.0,2944.0,4.3,24
"Lifelong Adjustable Hand Grip Strengthener, Hand Gripper for Men & Women for Gym Workout Hand Exercise Equipment to Use in Home for Forearm Exercise (5-60kgs) - Blue & Black, LLFAHG001","Sports, Fitness & Outdoors",169.0,847.0,4.0,25
"Kore PVC DM-2kg-Combo 161 Dumbbells Set and Fitness Kit for Men and Women Whole Body Workout (Fixed, Black)","Sports, Fitness & Outdoors",219.0,6437.0,3.8,26
YONEX ZR 100 Light Aluminium Badminton Racquet with Full Cover (Black/Red) - Set of 2,"Sports, Fitness & Outdoors",,6995.0,4.1,27
"Boldfit Tummy Trimmer Men and Women for Abs Workout Stomach Exercise Machine for Women and Men Exercise in Gym, Home for Abdominal Workout, Belly Exercise Waist Trimmer, Tummy Twister","Sports, Fitness & Outdoors",399.0,6461.0,3.8,28
"SPIKE Tummy Trimmer Ab Exerciser for Men and Women Latex Waist Trimming, Bicep, Body Toner Exercise Equipment for Home Gym Exercise, Yellow, Pack of 1","Sports, Fitness & Outdoors",,474.0,4.1,29
"Nivia Double Action Ball Pump, with Needle Air Pump for Sports Football, Volleyball, Basketball, Rugby, Soccer Ball, Other Inflatable Balls, Stainless Steel Pin Air Pump (Black)","Sports, Fitness & Outdoors",251.0,14508.0,4.3,30
"Raj Fancy Dresses Shri Krishna Dress for Baby Boy & Girl, Janmashtmi Dress with Diaper-friendly Dhoti & Dupatta, Mor Pankh Mukut",Toys & Games,899.0,4613.0,4.2,1
Toy Imagine Multicolor LCD Writing Tablet 8.5 inches Screen Kids LCD Tablet with Pen,Toys & Games,129.0,485.0,3.7,2
"Einstein Box Ultimate Science Kit for Boys and Girls Ages 8-12-14| Birthday Gifts Ideas for Kids| STEM Learning Toys for 8,9,10,11,12,13,14 Year Olds| 6-8 Experiments Each of Different Sciences",Toys & Games,699.0,20809.0,4.3,3
"Kaku Fancy Dresses Krishna Costume for Kids, Baby Krishna Dress for Janmashtami, Kanha Dress, Krishnaleela Pure Cotton Costume, Infant Bal Gopal, Krishna Fancy Dress Costume for Boys & Girls",Toys & Games,495.0,882.0,3.9,4
Little's Plastic Junior Ring (Multicolour) (6 pieces),Toys & Games,159.0,42658.0,4.3,5
"Amazon Brand - Jam & Honey Penguin, Plush/Soft Toy for Boys, Girls and Kids, Super-Soft, Safe, Great Birthday Gift (Black and White, 17 cm)",Toys & Games,150.0,2174.0,4.4,6
"GLUN® Water Magic Book, Magic Doodle Pen, Coloring Doodle Drawing Board Games for Kids, Educational Toy for Growing Kids Dinosuar Theme",Toys & Games,81.0,18.0,4.0,7
GRAPHENE® 6 slides 48 patterns Mini Projector Torch Toy Slide Flashlight Projector torch for kids Projection Light Toy Slide Flashlight Lamp Education Learning Night Light Before Going to Bed(Random slides),Toys & Games,195.0,968.0,3.0,8
"HUG 'n' FEEL SOFT TOYS Lovey DOVEY Softness Long Soft Lovable hugable Cute Giant Life SizeSmall Pig Family (Pig Set, 4pcs)",Toys & Games,499.0,29307.0,4.1,9
"Mattel Uno Playing Card Game for 7 Yrs and Above for Adult,set of 112 cards",Toys & Games,134.0,39198.0,4.0,10
"LuvLap Sunny Ride on & Car for Kids with Music & Horn Steering, Push Car for Baby with Backrest, Safety Guard, Under Seat Storage & Big Wheels, Ride on for Kids 1 to 3 Years Upto 25 Kgs (Yellow)",Toys & Games,,6624.0,3.8,11
"Cosmobaby Swimming Bath Toys for Toddlers 1-3, Floating Wind Up Toys for 1-5 Year Old Boy Girl, New Born Baby Bathtub Water Toys, Preschool Toddler Pool Toys (Turtle)(Pack of 1) Proudly Made in India",Toys & Games,119.0,297.0,3.8,12
Mirana C-Type USB Rechargeable Battery Powered Hover Football Indoor Floating Hoverball Soccer | Air Football Smart | Original Made in India Fun Toy for Boys and Kids (Red),Toys & Games,749.0,5720.0,4.0,13
Cello Colourup Hobby Bag Of Assorted Stationery | Colour Pencils | Colouring Kit | Colouring Set | Crayons Colour Set | Crayons Colour Set | Kids Colouring Set Colour Pencils | Diwali Gifts,Toys & Games,425.0,13189.0,4.4,14
Storio Toys Educational Learning Talking Flash Cards for 2 Year Old Kids Boys Girls Baby Montessori Toys,Toys & Games,349.0,641.0,3.6,15
"MAMMOTH Electronic Dancing Cactus Toy with Lighting,Singing Cactus Recording and Repeat Your Words",Toys & Games,345.0,429.0,3.7,16
"Babique Unicorn Teddy Bear Plush Soft Toy Cute Kids Birthday Animal Baby Boys/Girls (25 cm, Pink)",Toys & Games,175.0,6687.0,4.1,17
Mapology Chandrayaan | ISRO Rocket Model & Satellite | Astronaut Toy | Educational Toys for Kids 5+Years | 3D Puzzles | Gifts for 5 Year Old Boy & Girl,Toys & Games,549.0,333.0,4.2,18
Wembley Toys Talking Cactus for Kids Dancing Cactus Toys Can Sing Wriggle & Singing Recording Repeat What You Say Funny Education Toys Playing Home Decor Items for Kids,Toys & Games,579.0,8070.0,3.7,19
"TEDSTREE Mini Octopus Soft Push Toy - Small Stuffed Animal, Ocean Animal Toy for Kids/Girls/Boys Birthday & Xmas Gift Present, Dimension (20 * 10 * 8) cm - Assorted Colour - 1 Piece",Toys & Games,96.0,2410.0,3.9,20
"Imagimake Mapology India with State Capitals - Educational Toy and Learning Aid for Boys and Girls - India Map Puzzle - Jigsaw Puzzle, 25 Pieces",Toys & Games,399.0,18031.0,4.4,21
HOTKEI (Pack of 6 Slime) Multicolor Fruit Scented DIY Magic Toy Slimy Slime Clay Gel Jelly Putty Set kit Toys for Boys Girls Kids Slime – 50 gm Toys,Toys & Games,189.0,4562.0,3.4,22
"Imagimake Learn Indian Art Forms-Arts and Craft DIY Kit For Kids 8-12, 5 Indian Art Forms-Madhubani, Warli, Lippan, Mandala & Block Printing Arts, Perfect DIY for Girls Kids & Boys multi-color.",Toys & Games,,2554.0,4.3,23
Wembley RC Car High Speed Mini 1:24 Scale Rechargeable Remote Control Car for Kids Toys for Boys with Lithium Battery Black - Proudly Made in India,Toys & Games,699.0,1718.0,3.0,24
Storio Flash Cards for Kids Early Learning (Combo Set of 7) | Easy & Fun Way of Learning 1 Year to 6 Years Babies Smart Toys,Toys & Games,498.0,3364.0,4.3,25
"Amazon Brand - Jam & Honey Penguin, Plush/Soft Toy for Boys, Girls and Kids, Super-Soft, Safe, Great Birthday Gift (Pink and White, 17 cm)",Toys & Games,150.0,3674.0,4.3,26
VEBETO Dancing Cactus Toy Kids (1 Year Brand Warranty) Talking Singing Wriggle Children Plush Electronic Toys Baby Voice Recording Repeats What You Say LED Lights Gift,Toys & Games,699.0,9206.0,4.2,27
